,Salix,Rgaller,cooccur,interact
2256,waldsteiniana,Otrian,0,0
2257,pentandra,Otrian,0,0
2258,breviserrata,Otrian,0,0
2259,reticulata,Otrian,0,0
2260,retusa,Otrian,0,0
2261,aurita,Otrian,0,0
2262,triandra,Otrian,8,8
2263,lanata,Otrian,0,0
2264,herbacea,Otrian,0,0
2265,borealis,Otrian,0,0
2266,myrtilloides,Otrian,0,0
2267,viminalis,Otrian,1,0
2268,glabra,Otrian,0,0
2269,apennina,Otrian,0,0
2270,rubens,Otrian,1,0
2271,rosmarinifolia,Otrian,0,0
2272,caprea x appendiculata,Otrian,0,0
2273,cinerea oleifolia,Otrian,0,0
2274,viminalis x caprea,Otrian,1,0
2275,viminalis x ?,Otrian,0,0
2276,alpina?,Otrian,0,0
2277,phylicifolia x caprea ?,Otrian,0,0
2278,lapponum x glauca?,Otrian,0,0
2279,lapponum x glauca,Otrian,0,0
2280,aurita x caprea,Otrian,0,0
2281,starkeana,Otrian,0,0
2282,hastata x phylicifolia,Otrian,0,0
2283,lapponum x phylicifolia,Otrian,0,0
2284,acutifolia,Otrian,0,0
2285,bicolor,Otrian,0,0
2286,polaris,Otrian,0,0
2287,cinerea x myrsinifolia,Otrian,0,0
2288,fragilis x pentandra,Otrian,0,0
2289,elaeagnos,Oglabr,0,0
2290,appendiculata,Oglabr,0,0
2291,myrsinifolia,Oglabr,5,0
2292,foetida,Oglabr,0,0
2293,hastata,Oglabr,5,0
2294,daphnoides,Oglabr,0,0
2295,helvetica,Oglabr,0,0
2296,glaucosericea,Oglabr,0,0
2297,cinerea,Oglabr,0,0
2298,purpurea,Oglabr,0,0
2299,alba,Oglabr,0,0
2300,fragilis,Oglabr,0,0
2301,repens,Oglabr,0,0
2302,lapponum,Oglabr,9,0
2303,myrsinites,Oglabr,1,0
2304,phylicifolia,Oglabr,6,0
2305,glauca,Oglabr,12,0
2306,caprea,Oglabr,1,0
2307,mielichhoferi,Oglabr,0,0
2308,waldsteiniana,Oglabr,0,0
2309,pentandra,Oglabr,0,0
2310,breviserrata,Oglabr,0,0
2311,reticulata,Oglabr,3,0
2312,retusa,Oglabr,0,0
2313,aurita,Oglabr,0,0
2314,triandra,Oglabr,0,0
2315,lanata,Oglabr,16,16
2316,herbacea,Oglabr,2,0
2317,borealis,Oglabr,1,0
2318,myrtilloides,Oglabr,1,0
2319,viminalis,Oglabr,0,0
2320,glabra,Oglabr,0,0
2321,apennina,Oglabr,0,0
2322,rubens,Oglabr,0,0
2323,rosmarinifolia,Oglabr,0,0
2324,caprea x appendiculata,Oglabr,0,0
2325,cinerea oleifolia,Oglabr,0,0
2326,viminalis x caprea,Oglabr,0,0
2327,viminalis x ?,Oglabr,0,0
2328,alpina?,Oglabr,0,0
2329,phylicifolia x caprea ?,Oglabr,0,0
2330,lapponum x glauca?,Oglabr,0,0
2331,lapponum x glauca,Oglabr,0,0
2332,aurita x caprea,Oglabr,0,0
2333,starkeana,Oglabr,1,0
2334,hastata x phylicifolia,Oglabr,1,0
2335,lapponum x phylicifolia,Oglabr,1,0
2336,acutifolia,Oglabr,0,0
2337,bicolor,Oglabr,0,0
2338,polaris,Oglabr,0,0
2339,cinerea x myrsinifolia,Oglabr,0,0
2340,fragilis x pentandra,Oglabr,0,0
2341,elaeagnos,Opustu,0,0
2342,appendiculata,Opustu,0,0
2343,myrsinifolia,Opustu,1,0
2344,foetida,Opustu,0,0
2345,hastata,Opustu,0,0
2346,daphnoides,Opustu,0,0
2347,helvetica,Opustu,0,0
2348,glaucosericea,Opustu,0,0
2349,cinerea,Opustu,0,0
2350,purpurea,Opustu,0,0
2351,alba,Opustu,0,0
2352,fragilis,Opustu,0,0
2353,repens,Opustu,0,0
2354,lapponum,Opustu,3,0
2355,myrsinites,Opustu,0,0
2356,phylicifolia,Opustu,4,4
2357,glauca,Opustu,0,0
2358,caprea,Opustu,2,0
2359,mielichhoferi,Opustu,0,0
2360,waldsteiniana,Opustu,0,0
2361,pentandra,Opustu,0,0
2362,breviserrata,Opustu,0,0
2363,reticulata,Opustu,0,0
2364,retusa,Opustu,0,0
2365,aurita,Opustu,1,0
2366,triandra,Opustu,0,0
2367,lanata,Opustu,0,0
2368,herbacea,Opustu,0,0
2369,borealis,Opustu,0,0
2370,myrtilloides,Opustu,0,0
2371,viminalis,Opustu,0,0
2372,glabra,Opustu,0,0
2373,apennina,Opustu,0,0
2374,rubens,Opustu,0,0
2375,rosmarinifolia,Opustu,0,0
2376,caprea x appendiculata,Opustu,0,0
2377,cinerea oleifolia,Opustu,0,0
2378,viminalis x caprea,Opustu,0,0
2379,viminalis x ?,Opustu,0,0
2380,alpina?,Opustu,0,0
2381,phylicifolia x caprea ?,Opustu,0,0
2382,lapponum x glauca?,Opustu,0,0
2383,lapponum x glauca,Opustu,0,0
2384,aurita x caprea,Opustu,0,0
2385,starkeana,Opustu,0,0
2386,hastata x phylicifolia,Opustu,0,0
2387,lapponum x phylicifolia,Opustu,0,0
2388,acutifolia,Opustu,0,0
2389,bicolor,Opustu,0,0
2390,polaris,Opustu,0,0
2391,cinerea x myrsinifolia,Opustu,0,0
2392,fragilis x pentandra,Opustu,0,0
2393,elaeagnos,Oherba,0,0
2394,appendiculata,Oherba,0,0
2395,myrsinifolia,Oherba,0,0
2396,foetida,Oherba,0,0
2397,hastata,Oherba,0,0
2398,daphnoides,Oherba,0,0
2399,helvetica,Oherba,0,0
2400,glaucosericea,Oherba,0,0
2401,cinerea,Oherba,0,0
2402,purpurea,Oherba,0,0
2403,alba,Oherba,0,0
2404,fragilis,Oherba,0,0
2405,repens,Oherba,0,0
2406,lapponum,Oherba,4,0
2407,myrsinites,Oherba,1,0
2408,phylicifolia,Oherba,3,0
2409,glauca,Oherba,2,0
2410,caprea,Oherba,0,0
2411,mielichhoferi,Oherba,0,0
2412,waldsteiniana,Oherba,0,0
2413,pentandra,Oherba,0,0
2414,breviserrata,Oherba,0,0
2415,reticulata,Oherba,3,0
2416,retusa,Oherba,0,0
2417,aurita,Oherba,0,0
2418,triandra,Oherba,0,0
2419,lanata,Oherba,2,0
2420,herbacea,Oherba,13,13
2421,borealis,Oherba,0,0
2422,myrtilloides,Oherba,0,0
2423,viminalis,Oherba,0,0
2424,glabra,Oherba,0,0
2425,apennina,Oherba,0,0
2426,rubens,Oherba,0,0
2427,rosmarinifolia,Oherba,0,0
2428,caprea x appendiculata,Oherba,0,0
2429,cinerea oleifolia,Oherba,0,0
2430,viminalis x caprea,Oherba,0,0
2431,viminalis x ?,Oherba,0,0
2432,alpina?,Oherba,0,0
2433,phylicifolia x caprea ?,Oherba,0,0
2434,lapponum x glauca?,Oherba,0,0
2435,lapponum x glauca,Oherba,0,0
2436,aurita x caprea,Oherba,0,0
2437,starkeana,Oherba,0,0
2438,hastata x phylicifolia,Oherba,0,0
2439,lapponum x phylicifolia,Oherba,0,0
2440,acutifolia,Oherba,0,0
2441,bicolor,Oherba,0,0
2442,polaris,Oherba,0,0
2443,cinerea x myrsinifolia,Oherba,0,0
2444,fragilis x pentandra,Oherba,0,0
2445,elaeagnos,Evenus,1,0
2446,appendiculata,Evenus,0,0
2447,myrsinifolia,Evenus,3,0
2448,foetida,Evenus,0,0
2449,hastata,Evenus,2,0
2450,daphnoides,Evenus,1,0
2451,helvetica,Evenus,0,0
2452,glaucosericea,Evenus,0,0
2453,cinerea,Evenus,0,0
2454,purpurea,Evenus,1,0
2455,alba,Evenus,0,0
2456,fragilis,Evenus,0,0
2457,repens,Evenus,0,0
2458,lapponum,Evenus,4,0
2459,myrsinites,Evenus,0,0
2460,phylicifolia,Evenus,0,0
2461,glauca,Evenus,1,0
2462,caprea,Evenus,14,13
2463,mielichhoferi,Evenus,0,0
2464,waldsteiniana,Evenus,0,0
2465,pentandra,Evenus,0,0
2466,breviserrata,Evenus,0,0
2467,reticulata,Evenus,0,0
2468,retusa,Evenus,0,0
2469,aurita,Evenus,3,3
2470,triandra,Evenus,0,0
2471,lanata,Evenus,0,0
2472,herbacea,Evenus,0,0
2473,borealis,Evenus,0,0
2474,myrtilloides,Evenus,0,0
2475,viminalis,Evenus,0,0
2476,glabra,Evenus,0,0
2477,apennina,Evenus,0,0
2478,rubens,Evenus,0,0
2479,rosmarinifolia,Evenus,0,0
2480,caprea x appendiculata,Evenus,1,1
2481,cinerea oleifolia,Evenus,0,0
2482,viminalis x caprea,Evenus,0,0
2483,viminalis x ?,Evenus,0,0
2484,alpina?,Evenus,0,0
2485,phylicifolia x caprea ?,Evenus,0,0
2486,lapponum x glauca?,Evenus,0,0
2487,lapponum x glauca,Evenus,0,0
2488,aurita x caprea,Evenus,0,0
2489,starkeana,Evenus,0,0
2490,hastata x phylicifolia,Evenus,0,0
2491,lapponum x phylicifolia,Evenus,0,0
2492,acutifolia,Evenus,0,0
2493,bicolor,Evenus,0,0
2494,polaris,Evenus,0,0
2495,cinerea x myrsinifolia,Evenus,0,0
2496,fragilis x pentandra,Evenus,0,0
2497,elaeagnos,Onorve,0,0
2498,appendiculata,Onorve,0,0
2499,myrsinifolia,Onorve,1,0
2500,foetida,Onorve,0,0
2501,hastata,Onorve,1,0
2502,daphnoides,Onorve,0,0
2503,helvetica,Onorve,0,0
2504,glaucosericea,Onorve,0,0
2505,cinerea,Onorve,0,0
2506,purpurea,Onorve,0,0
2507,alba,Onorve,0,0
2508,fragilis,Onorve,0,0
2509,repens,Onorve,0,0
2510,lapponum,Onorve,2,0
2511,myrsinites,Onorve,0,0
2512,phylicifolia,Onorve,2,0
2513,glauca,Onorve,1,0
2514,caprea,Onorve,1,0
2515,mielichhoferi,Onorve,0,0
2516,waldsteiniana,Onorve,0,0
2517,pentandra,Onorve,0,0
2518,breviserrata,Onorve,0,0
2519,reticulata,Onorve,0,0
2520,retusa,Onorve,0,0
2521,aurita,Onorve,0,0
2522,triandra,Onorve,0,0
2523,lanata,Onorve,1,0
2524,herbacea,Onorve,0,0
2525,borealis,Onorve,5,5
2526,myrtilloides,Onorve,1,0
2527,viminalis,Onorve,0,0
2528,glabra,Onorve,0,0
2529,apennina,Onorve,0,0
2530,rubens,Onorve,0,0
2531,rosmarinifolia,Onorve,0,0
2532,caprea x appendiculata,Onorve,0,0
2533,cinerea oleifolia,Onorve,0,0
2534,viminalis x caprea,Onorve,0,0
2535,viminalis x ?,Onorve,0,0
2536,alpina?,Onorve,0,0
2537,phylicifolia x caprea ?,Onorve,0,0
2538,lapponum x glauca?,Onorve,0,0
2539,lapponum x glauca,Onorve,0,0
2540,aurita x caprea,Onorve,0,0
2541,starkeana,Onorve,1,0
2542,hastata x phylicifolia,Onorve,1,0
2543,lapponum x phylicifolia,Onorve,1,0
2544,acutifolia,Onorve,0,0
2545,bicolor,Onorve,0,0
2546,polaris,Onorve,0,0
2547,cinerea x myrsinifolia,Onorve,0,0
2548,fragilis x pentandra,Onorve,0,0
2549,elaeagnos,Ephyli,0,0
2550,appendiculata,Ephyli,0,0
2551,myrsinifolia,Ephyli,3,0
2552,foetida,Ephyli,0,0
2553,hastata,Ephyli,6,0
2554,daphnoides,Ephyli,0,0
2555,helvetica,Ephyli,0,0
2556,glaucosericea,Ephyli,0,0
2557,cinerea,Ephyli,0,0
2558,purpurea,Ephyli,0,0
2559,alba,Ephyli,0,0
2560,fragilis,Ephyli,0,0
2561,repens,Ephyli,0,0
2562,lapponum,Ephyli,3,0
2563,myrsinites,Ephyli,2,0
2564,phylicifolia,Ephyli,8,8
2565,glauca,Ephyli,2,0
2566,caprea,Ephyli,0,0
2567,mielichhoferi,Ephyli,0,0
2568,waldsteiniana,Ephyli,0,0
2569,pentandra,Ephyli,0,0
2570,breviserrata,Ephyli,0,0
2571,reticulata,Ephyli,0,0
2572,retusa,Ephyli,0,0
2573,aurita,Ephyli,0,0
2574,triandra,Ephyli,0,0
2575,lanata,Ephyli,3,0
2576,herbacea,Ephyli,0,0
2577,borealis,Ephyli,1,0
2578,myrtilloides,Ephyli,0,0
2579,viminalis,Ephyli,0,0
2580,glabra,Ephyli,0,0
2581,apennina,Ephyli,0,0
2582,rubens,Ephyli,0,0
2583,rosmarinifolia,Ephyli,0,0
2584,caprea x appendiculata,Ephyli,0,0
2585,cinerea oleifolia,Ephyli,0,0
2586,viminalis x caprea,Ephyli,0,0
2587,viminalis x ?,Ephyli,0,0
2588,alpina?,Ephyli,0,0
2589,phylicifolia x caprea ?,Ephyli,0,0
2590,lapponum x glauca?,Ephyli,0,0
2591,lapponum x glauca,Ephyli,0,0
2592,aurita x caprea,Ephyli,0,0
2593,starkeana,Ephyli,0,0
2594,hastata x phylicifolia,Ephyli,0,0
2595,lapponum x phylicifolia,Ephyli,0,0
2596,acutifolia,Ephyli,0,0
2597,bicolor,Ephyli,0,0
2598,polaris,Ephyli,0,0
2599,cinerea x myrsinifolia,Ephyli,0,0
2600,fragilis x pentandra,Ephyli,0,0
2601,elaeagnos,Ospeit,0,0
2602,appendiculata,Ospeit,0,0
2603,myrsinifolia,Ospeit,0,0
2604,foetida,Ospeit,0,0
2605,hastata,Ospeit,2,0
2606,daphnoides,Ospeit,0,0
2607,helvetica,Ospeit,0,0
2608,glaucosericea,Ospeit,0,0
2609,cinerea,Ospeit,0,0
2610,purpurea,Ospeit,0,0
2611,alba,Ospeit,0,0
2612,fragilis,Ospeit,0,0
2613,repens,Ospeit,0,0
2614,lapponum,Ospeit,2,0
2615,myrsinites,Ospeit,3,3
2616,phylicifolia,Ospeit,0,0
2617,glauca,Ospeit,2,0
2618,caprea,Ospeit,0,0
2619,mielichhoferi,Ospeit,0,0
2620,waldsteiniana,Ospeit,0,0
2621,pentandra,Ospeit,0,0
2622,breviserrata,Ospeit,0,0
2623,reticulata,Ospeit,2,0
2624,retusa,Ospeit,0,0
2625,aurita,Ospeit,0,0
2626,triandra,Ospeit,0,0
2627,lanata,Ospeit,1,0
2628,herbacea,Ospeit,0,0
2629,borealis,Ospeit,0,0
2630,myrtilloides,Ospeit,0,0
2631,viminalis,Ospeit,0,0
2632,glabra,Ospeit,0,0
2633,apennina,Ospeit,0,0
2634,rubens,Ospeit,0,0
2635,rosmarinifolia,Ospeit,0,0
2636,caprea x appendiculata,Ospeit,0,0
2637,cinerea oleifolia,Ospeit,0,0
2638,viminalis x caprea,Ospeit,0,0
2639,viminalis x ?,Ospeit,0,0
2640,alpina?,Ospeit,0,0
2641,phylicifolia x caprea ?,Ospeit,0,0
2642,lapponum x glauca?,Ospeit,0,0
2643,lapponum x glauca,Ospeit,0,0
2644,aurita x caprea,Ospeit,0,0
2645,starkeana,Ospeit,0,0
2646,hastata x phylicifolia,Ospeit,0,0
2647,lapponum x phylicifolia,Ospeit,0,0
2648,acutifolia,Ospeit,0,0
2649,bicolor,Ospeit,0,0
2650,polaris,Ospeit,0,0
2651,cinerea x myrsinifolia,Ospeit,0,0
2652,fragilis x pentandra,Ospeit,0,0
2653,elaeagnos,Obella,0,0
2654,appendiculata,Obella,0,0
2655,myrsinifolia,Obella,0,0
2656,foetida,Obella,0,0
2657,hastata,Obella,0,0
2658,daphnoides,Obella,0,0
2659,helvetica,Obella,0,0
2660,glaucosericea,Obella,0,0
2661,cinerea,Obella,1,0
2662,purpurea,Obella,1,0
2663,alba,Obella,1,0
2664,fragilis,Obella,0,0
2665,repens,Obella,0,0
2666,lapponum,Obella,0,0
2667,myrsinites,Obella,0,0
2668,phylicifolia,Obella,0,0
2669,glauca,Obella,0,0
2670,caprea,Obella,0,0
2671,mielichhoferi,Obella,0,0
2672,waldsteiniana,Obella,0,0
2673,pentandra,Obella,1,0
2674,breviserrata,Obella,0,0
2675,reticulata,Obella,0,0
2676,retusa,Obella,0,0
2677,aurita,Obella,9,9
2678,triandra,Obella,0,0
2679,lanata,Obella,0,0
2680,herbacea,Obella,0,0
2681,borealis,Obella,0,0
2682,myrtilloides,Obella,0,0
2683,viminalis,Obella,0,0
2684,glabra,Obella,0,0
2685,apennina,Obella,0,0
2686,rubens,Obella,0,0
2687,rosmarinifolia,Obella,1,0
2688,caprea x appendiculata,Obella,0,0
2689,cinerea oleifolia,Obella,0,0
2690,viminalis x caprea,Obella,0,0
2691,viminalis x ?,Obella,0,0
2692,alpina?,Obella,0,0
2693,phylicifolia x caprea ?,Obella,0,0
2694,lapponum x glauca?,Obella,0,0
2695,lapponum x glauca,Obella,0,0
2696,aurita x caprea,Obella,0,0
2697,starkeana,Obella,0,0
2698,hastata x phylicifolia,Obella,0,0
2699,lapponum x phylicifolia,Obella,0,0
2700,acutifolia,Obella,0,0
2701,bicolor,Obella,0,0
2702,polaris,Obella,0,0
2703,cinerea x myrsinifolia,Obella,0,0
2704,fragilis x pentandra,Obella,0,0
2705,elaeagnos,Hpruss,0,0
2706,appendiculata,Hpruss,0,0
2707,myrsinifolia,Hpruss,2,0
2708,foetida,Hpruss,0,0
2709,hastata,Hpruss,0,0
2710,daphnoides,Hpruss,1,0
2711,helvetica,Hpruss,0,0
2712,glaucosericea,Hpruss,0,0
2713,cinerea,Hpruss,62,61
2714,purpurea,Hpruss,10,0
2715,alba,Hpruss,6,0
2716,fragilis,Hpruss,3,0
2717,repens,Hpruss,0,0
2718,lapponum,Hpruss,0,0
2719,myrsinites,Hpruss,0,0
2720,phylicifolia,Hpruss,0,0
2721,glauca,Hpruss,0,0
2722,caprea,Hpruss,12,0
2723,mielichhoferi,Hpruss,0,0
2724,waldsteiniana,Hpruss,0,0
2725,pentandra,Hpruss,2,0
2726,breviserrata,Hpruss,0,0
2727,reticulata,Hpruss,0,0
2728,retusa,Hpruss,0,0
2729,aurita,Hpruss,7,0
2730,triandra,Hpruss,0,0
2731,lanata,Hpruss,0,0
2732,herbacea,Hpruss,0,0
2733,borealis,Hpruss,0,0
2734,myrtilloides,Hpruss,0,0
2735,viminalis,Hpruss,11,0
2736,glabra,Hpruss,0,0
2737,apennina,Hpruss,0,0
2738,rubens,Hpruss,0,0
2739,rosmarinifolia,Hpruss,0,0
2740,caprea x appendiculata,Hpruss,0,0
2741,cinerea oleifolia,Hpruss,0,0
2742,viminalis x caprea,Hpruss,0,0
2743,viminalis x ?,Hpruss,0,0
2744,alpina?,Hpruss,0,0
2745,phylicifolia x caprea ?,Hpruss,0,0
2746,lapponum x glauca?,Hpruss,0,0
2747,lapponum x glauca,Hpruss,0,0
2748,aurita x caprea,Hpruss,0,0
2749,starkeana,Hpruss,0,0
2750,hastata x phylicifolia,Hpruss,0,0
2751,lapponum x phylicifolia,Hpruss,0,0
2752,acutifolia,Hpruss,0,0
2753,bicolor,Hpruss,0,0
2754,polaris,Hpruss,0,0
2755,cinerea x myrsinifolia,Hpruss,1,1
2756,fragilis x pentandra,Hpruss,1,0
2757,elaeagnos,Odolic,0,0
2758,appendiculata,Odolic,0,0
2759,myrsinifolia,Odolic,3,0
2760,foetida,Odolic,0,0
2761,hastata,Odolic,3,0
2762,daphnoides,Odolic,0,0
2763,helvetica,Odolic,0,0
2764,glaucosericea,Odolic,0,0
2765,cinerea,Odolic,0,0
2766,purpurea,Odolic,0,0
2767,alba,Odolic,0,0
2768,fragilis,Odolic,0,0
2769,repens,Odolic,0,0
2770,lapponum,Odolic,6,0
2771,myrsinites,Odolic,1,0
2772,phylicifolia,Odolic,12,12
2773,glauca,Odolic,5,0
2774,caprea,Odolic,1,0
2775,mielichhoferi,Odolic,1,0
2776,waldsteiniana,Odolic,0,0
2777,pentandra,Odolic,0,0
2778,breviserrata,Odolic,0,0
2779,reticulata,Odolic,0,0
2780,retusa,Odolic,0,0
2781,aurita,Odolic,0,0
2782,triandra,Odolic,0,0
2783,lanata,Odolic,4,0
2784,herbacea,Odolic,1,0
2785,borealis,Odolic,1,0
2786,myrtilloides,Odolic,1,0
2787,viminalis,Odolic,0,0
2788,glabra,Odolic,0,0
2789,apennina,Odolic,0,0
2790,rubens,Odolic,0,0
2791,rosmarinifolia,Odolic,0,0
2792,caprea x appendiculata,Odolic,0,0
2793,cinerea oleifolia,Odolic,0,0
2794,viminalis x caprea,Odolic,0,0
2795,viminalis x ?,Odolic,0,0
2796,alpina?,Odolic,0,0
2797,phylicifolia x caprea ?,Odolic,0,0
2798,lapponum x glauca?,Odolic,0,0
2799,lapponum x glauca,Odolic,0,0
2800,aurita x caprea,Odolic,0,0
2801,starkeana,Odolic,1,0
2802,hastata x phylicifolia,Odolic,1,0
2803,lapponum x phylicifolia,Odolic,1,0
2804,acutifolia,Odolic,0,0
2805,bicolor,Odolic,1,1
2806,polaris,Odolic,0,0
2807,cinerea x myrsinifolia,Odolic,0,0
2808,fragilis x pentandra,Odolic,0,0
2809,elaeagnos,Hspira,1,0
2810,appendiculata,Hspira,18,18
2811,myrsinifolia,Hspira,3,0
2812,foetida,Hspira,1,0
2813,hastata,Hspira,3,0
2814,daphnoides,Hspira,2,0
2815,helvetica,Hspira,3,0
2816,glaucosericea,Hspira,3,0
2817,cinerea,Hspira,0,0
2818,purpurea,Hspira,3,0
2819,alba,Hspira,0,0
2820,fragilis,Hspira,0,0
2821,repens,Hspira,0,0
2822,lapponum,Hspira,0,0
2823,myrsinites,Hspira,0,0
2824,phylicifolia,Hspira,0,0
2825,glauca,Hspira,0,0
2826,caprea,Hspira,1,0
2827,mielichhoferi,Hspira,0,0
2828,waldsteiniana,Hspira,2,0
2829,pentandra,Hspira,3,0
2830,breviserrata,Hspira,0,0
2831,reticulata,Hspira,0,0
2832,retusa,Hspira,0,0
2833,aurita,Hspira,1,0
2834,triandra,Hspira,0,0
2835,lanata,Hspira,0,0
2836,herbacea,Hspira,0,0
2837,borealis,Hspira,0,0
2838,myrtilloides,Hspira,0,0
2839,viminalis,Hspira,0,0
2840,glabra,Hspira,1,0
2841,apennina,Hspira,0,0
2842,rubens,Hspira,0,0
2843,rosmarinifolia,Hspira,0,0
2844,caprea x appendiculata,Hspira,1,0
2845,cinerea oleifolia,Hspira,0,0
2846,viminalis x caprea,Hspira,0,0
2847,viminalis x ?,Hspira,0,0
2848,alpina?,Hspira,0,0
2849,phylicifolia x caprea ?,Hspira,0,0
2850,lapponum x glauca?,Hspira,0,0
2851,lapponum x glauca,Hspira,0,0
2852,aurita x caprea,Hspira,0,0
2853,starkeana,Hspira,0,0
2854,hastata x phylicifolia,Hspira,0,0
2855,lapponum x phylicifolia,Hspira,0,0
2856,acutifolia,Hspira,0,0
2857,bicolor,Hspira,0,0
2858,polaris,Hspira,0,0
2859,cinerea x myrsinifolia,Hspira,0,0
2860,fragilis x pentandra,Hspira,0,0
2861,elaeagnos,Elanat,0,0
2862,appendiculata,Elanat,0,0
2863,myrsinifolia,Elanat,2,0
2864,foetida,Elanat,0,0
2865,hastata,Elanat,5,0
2866,daphnoides,Elanat,0,0
2867,helvetica,Elanat,0,0
2868,glaucosericea,Elanat,0,0
2869,cinerea,Elanat,0,0
2870,purpurea,Elanat,0,0
2871,alba,Elanat,0,0
2872,fragilis,Elanat,0,0
2873,repens,Elanat,0,0
2874,lapponum,Elanat,5,0
2875,myrsinites,Elanat,0,0
2876,phylicifolia,Elanat,6,0
2877,glauca,Elanat,5,0
2878,caprea,Elanat,0,0
2879,mielichhoferi,Elanat,0,0
2880,waldsteiniana,Elanat,0,0
2881,pentandra,Elanat,0,0
2882,breviserrata,Elanat,0,0
2883,reticulata,Elanat,0,0
2884,retusa,Elanat,0,0
2885,aurita,Elanat,0,0
2886,triandra,Elanat,0,0
2887,lanata,Elanat,14,14
2888,herbacea,Elanat,0,0
2889,borealis,Elanat,0,0
2890,myrtilloides,Elanat,0,0
2891,viminalis,Elanat,0,0
2892,glabra,Elanat,0,0
2893,apennina,Elanat,0,0
2894,rubens,Elanat,0,0
2895,rosmarinifolia,Elanat,0,0
2896,caprea x appendiculata,Elanat,0,0
2897,cinerea oleifolia,Elanat,0,0
2898,viminalis x caprea,Elanat,0,0
2899,viminalis x ?,Elanat,0,0
2900,alpina?,Elanat,0,0
2901,phylicifolia x caprea ?,Elanat,0,0
2902,lapponum x glauca?,Elanat,0,0
2903,lapponum x glauca,Elanat,0,0
2904,aurita x caprea,Elanat,0,0
2905,starkeana,Elanat,0,0
2906,hastata x phylicifolia,Elanat,0,0
2907,lapponum x phylicifolia,Elanat,0,0
2908,acutifolia,Elanat,0,0
2909,bicolor,Elanat,0,0
2910,polaris,Elanat,0,0
2911,cinerea x myrsinifolia,Elanat,0,0
2912,fragilis x pentandra,Elanat,0,0
2913,elaeagnos,Omyrti,0,0
2914,appendiculata,Omyrti,0,0
2915,myrsinifolia,Omyrti,2,0
2916,foetida,Omyrti,0,0
2917,hastata,Omyrti,2,0
2918,daphnoides,Omyrti,0,0
2919,helvetica,Omyrti,0,0
2920,glaucosericea,Omyrti,0,0
2921,cinerea,Omyrti,0,0
2922,purpurea,Omyrti,0,0
2923,alba,Omyrti,0,0
2924,fragilis,Omyrti,0,0
2925,repens,Omyrti,0,0
2926,lapponum,Omyrti,2,0
2927,myrsinites,Omyrti,1,0
2928,phylicifolia,Omyrti,2,0
2929,glauca,Omyrti,1,0
2930,caprea,Omyrti,2,0
2931,mielichhoferi,Omyrti,0,0
2932,waldsteiniana,Omyrti,0,0
2933,pentandra,Omyrti,0,0
2934,breviserrata,Omyrti,0,0
2935,reticulata,Omyrti,0,0
2936,retusa,Omyrti,0,0
2937,aurita,Omyrti,0,0
2938,triandra,Omyrti,0,0
2939,lanata,Omyrti,1,0
2940,herbacea,Omyrti,0,0
2941,borealis,Omyrti,1,0
2942,myrtilloides,Omyrti,5,5
2943,viminalis,Omyrti,0,0
2944,glabra,Omyrti,0,0
2945,apennina,Omyrti,0,0
2946,rubens,Omyrti,0,0
2947,rosmarinifolia,Omyrti,0,0
2948,caprea x appendiculata,Omyrti,0,0
2949,cinerea oleifolia,Omyrti,0,0
2950,viminalis x caprea,Omyrti,0,0
2951,viminalis x ?,Omyrti,0,0
2952,alpina?,Omyrti,0,0
2953,phylicifolia x caprea ?,Omyrti,0,0
2954,lapponum x glauca?,Omyrti,0,0
2955,lapponum x glauca,Omyrti,0,0
2956,aurita x caprea,Omyrti,0,0
2957,starkeana,Omyrti,1,0
2958,hastata x phylicifolia,Omyrti,1,0
2959,lapponum x phylicifolia,Omyrti,1,0
2960,acutifolia,Omyrti,0,0
2961,bicolor,Omyrti,0,0
2962,polaris,Omyrti,0,0
2963,cinerea x myrsinifolia,Omyrti,0,0
2964,fragilis x pentandra,Omyrti,0,0
2965,elaeagnos,Hnudip,0,0
2966,appendiculata,Hnudip,0,0
2967,myrsinifolia,Hnudip,9,0
2968,foetida,Hnudip,0,0
2969,hastata,Hnudip,5,0
2970,daphnoides,Hnudip,0,0
2971,helvetica,Hnudip,0,0
2972,glaucosericea,Hnudip,0,0
2973,cinerea,Hnudip,0,0
2974,purpurea,Hnudip,0,0
2975,alba,Hnudip,0,0
2976,fragilis,Hnudip,0,0
2977,repens,Hnudip,0,0
2978,lapponum,Hnudip,4,0
2979,myrsinites,Hnudip,0,0
2980,phylicifolia,Hnudip,20,20
2981,glauca,Hnudip,6,0
2982,caprea,Hnudip,5,0
2983,mielichhoferi,Hnudip,0,0
2984,waldsteiniana,Hnudip,0,0
2985,pentandra,Hnudip,0,0
2986,breviserrata,Hnudip,0,0
2987,reticulata,Hnudip,0,0
2988,retusa,Hnudip,0,0
2989,aurita,Hnudip,1,0
2990,triandra,Hnudip,0,0
2991,lanata,Hnudip,1,0
2992,herbacea,Hnudip,0,0
2993,borealis,Hnudip,0,0
2994,myrtilloides,Hnudip,2,0
2995,viminalis,Hnudip,0,0
2996,glabra,Hnudip,0,0
2997,apennina,Hnudip,0,0
2998,rubens,Hnudip,0,0
2999,rosmarinifolia,Hnudip,0,0
3000,caprea x appendiculata,Hnudip,0,0
3001,cinerea oleifolia,Hnudip,0,0
3002,viminalis x caprea,Hnudip,0,0
