,Salix,Rgaller,cooccur,interact
4468,acutifolia,Hpscho,0,0
4469,bicolor,Hpscho,0,0
4470,polaris,Hpscho,0,0
4471,cinerea x myrsinifolia,Hpscho,0,0
4472,fragilis x pentandra,Hpscho,0,0
4473,elaeagnos,Hplicp,0,0
4474,appendiculata,Hplicp,0,0
4475,myrsinifolia,Hplicp,2,0
4476,foetida,Hplicp,0,0
4477,hastata,Hplicp,0,0
4478,daphnoides,Hplicp,0,0
4479,helvetica,Hplicp,0,0
4480,glaucosericea,Hplicp,0,0
4481,cinerea,Hplicp,0,0
4482,purpurea,Hplicp,0,0
4483,alba,Hplicp,0,0
4484,fragilis,Hplicp,0,0
4485,repens,Hplicp,0,0
4486,lapponum,Hplicp,1,0
4487,myrsinites,Hplicp,1,0
4488,phylicifolia,Hplicp,5,5
4489,glauca,Hplicp,1,0
4490,caprea,Hplicp,0,0
4491,mielichhoferi,Hplicp,0,0
4492,waldsteiniana,Hplicp,0,0
4493,pentandra,Hplicp,0,0
4494,breviserrata,Hplicp,0,0
4495,reticulata,Hplicp,0,0
4496,retusa,Hplicp,0,0
4497,aurita,Hplicp,0,0
4498,triandra,Hplicp,0,0
4499,lanata,Hplicp,0,0
4500,herbacea,Hplicp,0,0
4501,borealis,Hplicp,0,0
4502,myrtilloides,Hplicp,0,0
4503,viminalis,Hplicp,0,0
4504,glabra,Hplicp,0,0
4505,apennina,Hplicp,0,0
4506,rubens,Hplicp,0,0
4507,rosmarinifolia,Hplicp,0,0
4508,caprea x appendiculata,Hplicp,0,0
4509,cinerea oleifolia,Hplicp,0,0
4510,viminalis x caprea,Hplicp,0,0
4511,viminalis x ?,Hplicp,0,0
4512,alpina?,Hplicp,0,0
4513,phylicifolia x caprea ?,Hplicp,0,0
4514,lapponum x glauca?,Hplicp,0,0
4515,lapponum x glauca,Hplicp,0,0
4516,aurita x caprea,Hplicp,0,0
4517,starkeana,Hplicp,0,0
4518,hastata x phylicifolia,Hplicp,0,0
4519,lapponum x phylicifolia,Hplicp,0,0
4520,acutifolia,Hplicp,0,0
4521,bicolor,Hplicp,0,0
4522,polaris,Hplicp,0,0
4523,cinerea x myrsinifolia,Hplicp,0,0
4524,fragilis x pentandra,Hplicp,0,0
4525,elaeagnos,Hscapr,0,0
4526,appendiculata,Hscapr,0,0
4527,myrsinifolia,Hscapr,1,0
4528,foetida,Hscapr,0,0
4529,hastata,Hscapr,1,0
4530,daphnoides,Hscapr,0,0
4531,helvetica,Hscapr,0,0
4532,glaucosericea,Hscapr,0,0
4533,cinerea,Hscapr,0,0
4534,purpurea,Hscapr,0,0
4535,alba,Hscapr,0,0
4536,fragilis,Hscapr,0,0
4537,repens,Hscapr,0,0
4538,lapponum,Hscapr,0,0
4539,myrsinites,Hscapr,0,0
4540,phylicifolia,Hscapr,2,0
4541,glauca,Hscapr,0,0
4542,caprea,Hscapr,2,2
4543,mielichhoferi,Hscapr,0,0
4544,waldsteiniana,Hscapr,0,0
4545,pentandra,Hscapr,0,0
4546,breviserrata,Hscapr,0,0
4547,reticulata,Hscapr,0,0
4548,retusa,Hscapr,0,0
4549,aurita,Hscapr,0,0
4550,triandra,Hscapr,0,0
4551,lanata,Hscapr,0,0
4552,herbacea,Hscapr,0,0
4553,borealis,Hscapr,0,0
4554,myrtilloides,Hscapr,2,0
4555,viminalis,Hscapr,0,0
4556,glabra,Hscapr,0,0
4557,apennina,Hscapr,0,0
4558,rubens,Hscapr,0,0
4559,rosmarinifolia,Hscapr,0,0
4560,caprea x appendiculata,Hscapr,0,0
4561,cinerea oleifolia,Hscapr,0,0
4562,viminalis x caprea,Hscapr,0,0
4563,viminalis x ?,Hscapr,0,0
4564,alpina?,Hscapr,0,0
4565,phylicifolia x caprea ?,Hscapr,0,0
4566,lapponum x glauca?,Hscapr,0,0
4567,lapponum x glauca,Hscapr,0,0
4568,aurita x caprea,Hscapr,0,0
4569,starkeana,Hscapr,0,0
4570,hastata x phylicifolia,Hscapr,0,0
4571,lapponum x phylicifolia,Hscapr,0,0
4572,acutifolia,Hscapr,0,0
4573,bicolor,Hscapr,0,0
4574,polaris,Hscapr,0,0
4575,cinerea x myrsinifolia,Hscapr,0,0
4576,fragilis x pentandra,Hscapr,0,0
4577,elaeagnos,Hanoma,0,0
4578,appendiculata,Hanoma,0,0
4579,myrsinifolia,Hanoma,1,0
4580,foetida,Hanoma,0,0
4581,hastata,Hanoma,1,0
4582,daphnoides,Hanoma,1,0
4583,helvetica,Hanoma,0,0
4584,glaucosericea,Hanoma,0,0
4585,cinerea,Hanoma,14,0
4586,purpurea,Hanoma,2,0
4587,alba,Hanoma,1,0
4588,fragilis,Hanoma,2,0
4589,repens,Hanoma,0,0
4590,lapponum,Hanoma,0,0
4591,myrsinites,Hanoma,0,0
4592,phylicifolia,Hanoma,0,0
4593,glauca,Hanoma,2,0
4594,caprea,Hanoma,30,30
4595,mielichhoferi,Hanoma,0,0
4596,waldsteiniana,Hanoma,0,0
4597,pentandra,Hanoma,2,0
4598,breviserrata,Hanoma,0,0
4599,reticulata,Hanoma,0,0
4600,retusa,Hanoma,0,0
4601,aurita,Hanoma,6,0
4602,triandra,Hanoma,0,0
4603,lanata,Hanoma,0,0
4604,herbacea,Hanoma,0,0
4605,borealis,Hanoma,0,0
4606,myrtilloides,Hanoma,0,0
4607,viminalis,Hanoma,0,0
4608,glabra,Hanoma,0,0
4609,apennina,Hanoma,0,0
4610,rubens,Hanoma,0,0
4611,rosmarinifolia,Hanoma,0,0
4612,caprea x appendiculata,Hanoma,0,0
4613,cinerea oleifolia,Hanoma,0,0
4614,viminalis x caprea,Hanoma,0,0
4615,viminalis x ?,Hanoma,0,0
4616,alpina?,Hanoma,0,0
4617,phylicifolia x caprea ?,Hanoma,1,0
4618,lapponum x glauca?,Hanoma,0,0
4619,lapponum x glauca,Hanoma,0,0
4620,aurita x caprea,Hanoma,1,0
4621,starkeana,Hanoma,0,0
4622,hastata x phylicifolia,Hanoma,0,0
4623,lapponum x phylicifolia,Hanoma,0,0
4624,acutifolia,Hanoma,0,0
4625,bicolor,Hanoma,0,0
4626,polaris,Hanoma,0,0
4627,cinerea x myrsinifolia,Hanoma,0,0
4628,fragilis x pentandra,Hanoma,1,0
4629,elaeagnos,Oaacut,0,0
4630,appendiculata,Oaacut,0,0
4631,myrsinifolia,Oaacut,0,0
4632,foetida,Oaacut,0,0
4633,hastata,Oaacut,0,0
4634,daphnoides,Oaacut,0,0
4635,helvetica,Oaacut,0,0
4636,glaucosericea,Oaacut,0,0
4637,cinerea,Oaacut,0,0
4638,purpurea,Oaacut,1,0
4639,alba,Oaacut,0,0
4640,fragilis,Oaacut,0,0
4641,repens,Oaacut,0,0
4642,lapponum,Oaacut,0,0
4643,myrsinites,Oaacut,0,0
4644,phylicifolia,Oaacut,0,0
4645,glauca,Oaacut,0,0
4646,caprea,Oaacut,0,0
4647,mielichhoferi,Oaacut,0,0
4648,waldsteiniana,Oaacut,0,0
4649,pentandra,Oaacut,0,0
4650,breviserrata,Oaacut,0,0
4651,reticulata,Oaacut,0,0
4652,retusa,Oaacut,0,0
4653,aurita,Oaacut,0,0
4654,triandra,Oaacut,0,0
4655,lanata,Oaacut,0,0
4656,herbacea,Oaacut,0,0
4657,borealis,Oaacut,0,0
4658,myrtilloides,Oaacut,0,0
4659,viminalis,Oaacut,1,0
4660,glabra,Oaacut,0,0
4661,apennina,Oaacut,0,0
4662,rubens,Oaacut,0,0
4663,rosmarinifolia,Oaacut,0,0
4664,caprea x appendiculata,Oaacut,0,0
4665,cinerea oleifolia,Oaacut,0,0
4666,viminalis x caprea,Oaacut,0,0
4667,viminalis x ?,Oaacut,0,0
4668,alpina?,Oaacut,0,0
4669,phylicifolia x caprea ?,Oaacut,0,0
4670,lapponum x glauca?,Oaacut,0,0
4671,lapponum x glauca,Oaacut,0,0
4672,aurita x caprea,Oaacut,0,0
4673,starkeana,Oaacut,0,0
4674,hastata x phylicifolia,Oaacut,0,0
4675,lapponum x phylicifolia,Oaacut,0,0
4676,acutifolia,Oaacut,2,2
4677,bicolor,Oaacut,0,0
4678,polaris,Oaacut,0,0
4679,cinerea x myrsinifolia,Oaacut,0,0
4680,fragilis x pentandra,Oaacut,0,0
4681,elaeagnos,Hpurpu,1,0
4682,appendiculata,Hpurpu,3,0
4683,myrsinifolia,Hpurpu,2,0
4684,foetida,Hpurpu,0,0
4685,hastata,Hpurpu,0,0
4686,daphnoides,Hpurpu,2,0
4687,helvetica,Hpurpu,0,0
4688,glaucosericea,Hpurpu,0,0
4689,cinerea,Hpurpu,3,0
4690,purpurea,Hpurpu,17,17
4691,alba,Hpurpu,3,0
4692,fragilis,Hpurpu,0,0
4693,repens,Hpurpu,0,0
4694,lapponum,Hpurpu,0,0
4695,myrsinites,Hpurpu,0,0
4696,phylicifolia,Hpurpu,0,0
4697,glauca,Hpurpu,0,0
4698,caprea,Hpurpu,2,0
4699,mielichhoferi,Hpurpu,0,0
4700,waldsteiniana,Hpurpu,0,0
4701,pentandra,Hpurpu,0,0
4702,breviserrata,Hpurpu,0,0
4703,reticulata,Hpurpu,0,0
4704,retusa,Hpurpu,0,0
4705,aurita,Hpurpu,2,0
4706,triandra,Hpurpu,0,0
4707,lanata,Hpurpu,0,0
4708,herbacea,Hpurpu,0,0
4709,borealis,Hpurpu,0,0
4710,myrtilloides,Hpurpu,0,0
4711,viminalis,Hpurpu,3,0
4712,glabra,Hpurpu,0,0
4713,apennina,Hpurpu,0,0
4714,rubens,Hpurpu,0,0
4715,rosmarinifolia,Hpurpu,0,0
4716,caprea x appendiculata,Hpurpu,1,0
4717,cinerea oleifolia,Hpurpu,0,0
4718,viminalis x caprea,Hpurpu,0,0
4719,viminalis x ?,Hpurpu,0,0
4720,alpina?,Hpurpu,0,0
4721,phylicifolia x caprea ?,Hpurpu,0,0
4722,lapponum x glauca?,Hpurpu,0,0
4723,lapponum x glauca,Hpurpu,0,0
4724,aurita x caprea,Hpurpu,0,0
4725,starkeana,Hpurpu,0,0
4726,hastata x phylicifolia,Hpurpu,0,0
4727,lapponum x phylicifolia,Hpurpu,0,0
4728,acutifolia,Hpurpu,0,0
4729,bicolor,Hpurpu,0,0
4730,polaris,Hpurpu,0,0
4731,cinerea x myrsinifolia,Hpurpu,0,0
4732,fragilis x pentandra,Hpurpu,0,0
4733,elaeagnos,Opolar,0,0
4734,appendiculata,Opolar,0,0
4735,myrsinifolia,Opolar,0,0
4736,foetida,Opolar,0,0
4737,hastata,Opolar,0,0
4738,daphnoides,Opolar,0,0
4739,helvetica,Opolar,0,0
4740,glaucosericea,Opolar,0,0
4741,cinerea,Opolar,0,0
4742,purpurea,Opolar,0,0
4743,alba,Opolar,0,0
4744,fragilis,Opolar,0,0
4745,repens,Opolar,0,0
4746,lapponum,Opolar,1,0
4747,myrsinites,Opolar,0,0
4748,phylicifolia,Opolar,0,0
4749,glauca,Opolar,0,0
4750,caprea,Opolar,0,0
4751,mielichhoferi,Opolar,0,0
4752,waldsteiniana,Opolar,0,0
4753,pentandra,Opolar,0,0
4754,breviserrata,Opolar,0,0
4755,reticulata,Opolar,0,0
4756,retusa,Opolar,0,0
4757,aurita,Opolar,0,0
4758,triandra,Opolar,0,0
4759,lanata,Opolar,0,0
4760,herbacea,Opolar,0,0
4761,borealis,Opolar,0,0
4762,myrtilloides,Opolar,0,0
4763,viminalis,Opolar,0,0
4764,glabra,Opolar,0,0
4765,apennina,Opolar,0,0
4766,rubens,Opolar,0,0
4767,rosmarinifolia,Opolar,0,0
4768,caprea x appendiculata,Opolar,0,0
4769,cinerea oleifolia,Opolar,0,0
4770,viminalis x caprea,Opolar,0,0
4771,viminalis x ?,Opolar,0,0
4772,alpina?,Opolar,0,0
4773,phylicifolia x caprea ?,Opolar,0,0
4774,lapponum x glauca?,Opolar,0,0
4775,lapponum x glauca,Opolar,0,0
4776,aurita x caprea,Opolar,0,0
4777,starkeana,Opolar,0,0
4778,hastata x phylicifolia,Opolar,0,0
4779,lapponum x phylicifolia,Opolar,0,0
4780,acutifolia,Opolar,0,0
4781,bicolor,Opolar,0,0
4782,polaris,Opolar,1,1
4783,cinerea x myrsinifolia,Opolar,0,0
4784,fragilis x pentandra,Opolar,0,0
4785,elaeagnos,Opprox,0,0
4786,appendiculata,Opprox,0,0
4787,myrsinifolia,Opprox,0,0
4788,foetida,Opprox,0,0
4789,hastata,Opprox,0,0
4790,daphnoides,Opprox,0,0
4791,helvetica,Opprox,0,0
4792,glaucosericea,Opprox,0,0
4793,cinerea,Opprox,2,0
4794,purpurea,Opprox,0,0
4795,alba,Opprox,0,0
4796,fragilis,Opprox,0,0
4797,repens,Opprox,0,0
4798,lapponum,Opprox,0,0
4799,myrsinites,Opprox,0,0
4800,phylicifolia,Opprox,0,0
4801,glauca,Opprox,0,0
4802,caprea,Opprox,2,0
4803,mielichhoferi,Opprox,0,0
4804,waldsteiniana,Opprox,0,0
4805,pentandra,Opprox,2,2
4806,breviserrata,Opprox,0,0
4807,reticulata,Opprox,0,0
4808,retusa,Opprox,0,0
4809,aurita,Opprox,0,0
4810,triandra,Opprox,0,0
4811,lanata,Opprox,0,0
4812,herbacea,Opprox,0,0
4813,borealis,Opprox,0,0
4814,myrtilloides,Opprox,0,0
4815,viminalis,Opprox,0,0
4816,glabra,Opprox,0,0
4817,apennina,Opprox,0,0
4818,rubens,Opprox,0,0
4819,rosmarinifolia,Opprox,0,0
4820,caprea x appendiculata,Opprox,0,0
4821,cinerea oleifolia,Opprox,0,0
4822,viminalis x caprea,Opprox,0,0
4823,viminalis x ?,Opprox,0,0
4824,alpina?,Opprox,0,0
4825,phylicifolia x caprea ?,Opprox,0,0
4826,lapponum x glauca?,Opprox,0,0
4827,lapponum x glauca,Opprox,0,0
4828,aurita x caprea,Opprox,0,0
4829,starkeana,Opprox,0,0
4830,hastata x phylicifolia,Opprox,0,0
4831,lapponum x phylicifolia,Opprox,0,0
4832,acutifolia,Opprox,0,0
4833,bicolor,Opprox,0,0
4834,polaris,Opprox,0,0
4835,cinerea x myrsinifolia,Opprox,0,0
4836,fragilis x pentandra,Opprox,1,0
4837,elaeagnos,Hspecc,0,0
4838,appendiculata,Hspecc,0,0
4839,myrsinifolia,Hspecc,0,0
4840,foetida,Hspecc,0,0
4841,hastata,Hspecc,0,0
4842,daphnoides,Hspecc,0,0
4843,helvetica,Hspecc,0,0
4844,glaucosericea,Hspecc,0,0
4845,cinerea,Hspecc,3,3
4846,purpurea,Hspecc,1,0
4847,alba,Hspecc,1,0
4848,fragilis,Hspecc,0,0
4849,repens,Hspecc,0,0
4850,lapponum,Hspecc,0,0
4851,myrsinites,Hspecc,0,0
4852,phylicifolia,Hspecc,0,0
4853,glauca,Hspecc,0,0
4854,caprea,Hspecc,2,0
4855,mielichhoferi,Hspecc,0,0
4856,waldsteiniana,Hspecc,0,0
4857,pentandra,Hspecc,0,0
4858,breviserrata,Hspecc,0,0
4859,reticulata,Hspecc,0,0
4860,retusa,Hspecc,0,0
4861,aurita,Hspecc,1,0
4862,triandra,Hspecc,0,0
4863,lanata,Hspecc,0,0
4864,herbacea,Hspecc,0,0
4865,borealis,Hspecc,0,0
4866,myrtilloides,Hspecc,0,0
4867,viminalis,Hspecc,0,0
4868,glabra,Hspecc,0,0
4869,apennina,Hspecc,0,0
4870,rubens,Hspecc,0,0
4871,rosmarinifolia,Hspecc,0,0
4872,caprea x appendiculata,Hspecc,0,0
4873,cinerea oleifolia,Hspecc,0,0
4874,viminalis x caprea,Hspecc,0,0
4875,viminalis x ?,Hspecc,0,0
4876,alpina?,Hspecc,0,0
4877,phylicifolia x caprea ?,Hspecc,0,0
4878,lapponum x glauca?,Hspecc,0,0
4879,lapponum x glauca,Hspecc,0,0
4880,aurita x caprea,Hspecc,0,0
4881,starkeana,Hspecc,0,0
4882,hastata x phylicifolia,Hspecc,0,0
4883,lapponum x phylicifolia,Hspecc,0,0
4884,acutifolia,Hspecc,0,0
4885,bicolor,Hspecc,0,0
4886,polaris,Hspecc,0,0
4887,cinerea x myrsinifolia,Hspecc,0,0
4888,fragilis x pentandra,Hspecc,0,0
4889,elaeagnos,Hsglau,0,0
4890,appendiculata,Hsglau,0,0
4891,myrsinifolia,Hsglau,2,0
4892,foetida,Hsglau,0,0
4893,hastata,Hsglau,1,0
4894,daphnoides,Hsglau,0,0
4895,helvetica,Hsglau,0,0
4896,glaucosericea,Hsglau,0,0
4897,cinerea,Hsglau,0,0
4898,purpurea,Hsglau,0,0
4899,alba,Hsglau,0,0
4900,fragilis,Hsglau,0,0
4901,repens,Hsglau,0,0
4902,lapponum,Hsglau,4,0
4903,myrsinites,Hsglau,0,0
4904,phylicifolia,Hsglau,1,0
4905,glauca,Hsglau,6,6
4906,caprea,Hsglau,2,0
4907,mielichhoferi,Hsglau,0,0
4908,waldsteiniana,Hsglau,0,0
4909,pentandra,Hsglau,0,0
4910,breviserrata,Hsglau,0,0
4911,reticulata,Hsglau,0,0
4912,retusa,Hsglau,0,0
4913,aurita,Hsglau,0,0
4914,triandra,Hsglau,0,0
4915,lanata,Hsglau,0,0
4916,herbacea,Hsglau,0,0
4917,borealis,Hsglau,0,0
4918,myrtilloides,Hsglau,0,0
4919,viminalis,Hsglau,0,0
4920,glabra,Hsglau,0,0
4921,apennina,Hsglau,0,0
4922,rubens,Hsglau,0,0
4923,rosmarinifolia,Hsglau,0,0
4924,caprea x appendiculata,Hsglau,0,0
4925,cinerea oleifolia,Hsglau,0,0
4926,viminalis x caprea,Hsglau,0,0
4927,viminalis x ?,Hsglau,0,0
4928,alpina?,Hsglau,0,0
4929,phylicifolia x caprea ?,Hsglau,0,0
4930,lapponum x glauca?,Hsglau,0,0
4931,lapponum x glauca,Hsglau,0,0
4932,aurita x caprea,Hsglau,0,0
4933,starkeana,Hsglau,0,0
4934,hastata x phylicifolia,Hsglau,0,0
4935,lapponum x phylicifolia,Hsglau,0,0
4936,acutifolia,Hsglau,0,0
4937,bicolor,Hsglau,0,0
4938,polaris,Hsglau,0,0
4939,cinerea x myrsinifolia,Hsglau,0,0
4940,fragilis x pentandra,Hsglau,0,0
4941,elaeagnos,Hslana,0,0
4942,appendiculata,Hslana,0,0
4943,myrsinifolia,Hslana,0,0
4944,foetida,Hslana,0,0
4945,hastata,Hslana,0,0
4946,daphnoides,Hslana,0,0
4947,helvetica,Hslana,0,0
4948,glaucosericea,Hslana,0,0
4949,cinerea,Hslana,0,0
4950,purpurea,Hslana,0,0
4951,alba,Hslana,0,0
4952,fragilis,Hslana,0,0
4953,repens,Hslana,0,0
4954,lapponum,Hslana,1,0
4955,myrsinites,Hslana,0,0
4956,phylicifolia,Hslana,0,0
4957,glauca,Hslana,1,0
4958,caprea,Hslana,0,0
4959,mielichhoferi,Hslana,0,0
4960,waldsteiniana,Hslana,0,0
4961,pentandra,Hslana,0,0
4962,breviserrata,Hslana,0,0
4963,reticulata,Hslana,0,0
4964,retusa,Hslana,0,0
4965,aurita,Hslana,0,0
4966,triandra,Hslana,0,0
4967,lanata,Hslana,1,1
4968,herbacea,Hslana,0,0
4969,borealis,Hslana,0,0
4970,myrtilloides,Hslana,0,0
4971,viminalis,Hslana,0,0
4972,glabra,Hslana,0,0
4973,apennina,Hslana,0,0
4974,rubens,Hslana,0,0
4975,rosmarinifolia,Hslana,0,0
4976,caprea x appendiculata,Hslana,0,0
4977,cinerea oleifolia,Hslana,0,0
4978,viminalis x caprea,Hslana,0,0
4979,viminalis x ?,Hslana,0,0
4980,alpina?,Hslana,0,0
4981,phylicifolia x caprea ?,Hslana,0,0
4982,lapponum x glauca?,Hslana,0,0
4983,lapponum x glauca,Hslana,0,0
4984,aurita x caprea,Hslana,0,0
4985,starkeana,Hslana,0,0
4986,hastata x phylicifolia,Hslana,0,0
4987,lapponum x phylicifolia,Hslana,0,0
4988,acutifolia,Hslana,0,0
4989,bicolor,Hslana,0,0
4990,polaris,Hslana,0,0
4991,cinerea x myrsinifolia,Hslana,0,0
4992,fragilis x pentandra,Hslana,0,0
